Sample_ID,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
HUMO749_S28_R1_001amrf_output,NA,NODE_20842_length_1187_cov_2.112191,225,716,+,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUMO749_S28_R1_001amrf_output,NA,NODE_3209_length_3048_cov_22.417641,333,2249,-,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.53,639,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUMO749_S28_R1_001amrf_output,NA,NODE_425_length_9238_cov_22.353044,8313,9236,-,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,308,321,95.95,99.68,308,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
HUMO749_S28_R1_001amrf_output,NA,NODE_4853_length_2495_cov_22.419672,771,2495,-,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,575,639,89.98,99.48,575,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO752_S30_R1_001amrf_output,NA,NODE_12229_length_1496_cov_8.108258,63,1280,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,406,406,100,99.75,406,WP_009247026.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUMO752_S30_R1_001amrf_output,NA,NODE_12326_length_1488_cov_32.419400,2,1219,-,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,406,639,63.54,99.51,406,WP_012669445.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUMO752_S30_R1_001amrf_output,NA,NODE_16414_length_1241_cov_10.865936,82,1239,+,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,386,639,60.41,100,386,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO752_S30_R1_001amrf_output,NA,NODE_17107_length_1209_cov_99.117851,1,1209,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,403,641,62.87,98.26,403,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUMO752_S30_R1_001amrf_output,NA,NODE_1859_length_5137_cov_9.489965,313,804,-,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUMO752_S30_R1_001amrf_output,NA,NODE_66482_length_538_cov_1.347826,3,536,-,vanXY,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G2,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,PARTIAL_CONTIG_ENDX,178,254,70.08,94.94,178,WP_063856783.1,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G2,NA,NA
HUMO752_S30_R1_001amrf_output,NA,NODE_6937_length_2174_cov_20.550731,81,1997,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,639,639,100,100,639,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_13982_length_1568_cov_100.023133,1,1566,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,522,641,81.44,98.66,522,WP_002560998.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_14411_length_1538_cov_8.038436,944,1435,-,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_16818_length_1397_cov_41.974665,40,999,-,cfxA6,broad-spectrum class A beta-lactamase CfxA6,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,320,320,100,99.69,320,WP_117664257.1,broad-spectrum class A beta-lactamase CfxA6,NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_17152_length_1380_cov_42.498113,162,1379,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,406,639,63.54,99.26,406,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_18901_length_1295_cov_12.257258,136,1293,+,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,386,639,60.41,100,386,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_20551_length_1226_cov_6.799317,2,1063,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,354,406,87.19,99.72,354,WP_024407615.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_22461_length_1158_cov_4.241160,120,1157,-,tet(M),tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,346,639,54.15,99.71,346,WP_000691727.1,tetracycline resistance ribosomal protection protein Tet(M),NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_71381_length_545_cov_1.467347,1,543,-,aadE,aminoglycoside 6-adenylyltransferase AadE,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,181,288,62.85,100,181,WP_001255868.1,aminoglycoside 6-adenylyltransferase AadE,NA,NA
HUMO756_S58_R1_001amrf_output,NA,NODE_9114_length_2030_cov_21.569620,135,2030,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,632,639,98.9,99.68,632,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_12085_length_1601_cov_37.942432,3,1601,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,533,641,83.15,98.31,533,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_13294_length_1501_cov_5.003458,68,1285,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,406,406,100,99.75,406,WP_015573055.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_13462_length_1488_cov_30.113050,270,1487,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,406,639,63.54,99.51,406,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_17267_length_1256_cov_5.134888,82,1254,+,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,391,639,61.19,99.74,391,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_2927_length_4027_cov_7.488167,149,2065,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.22,639,WP_063856418.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_44697_length_644_cov_3.230900,111,602,+,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_46670_length_627_cov_1.569930,2,625,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,208,399,52.13,99.52,208,WP_000804063.1,tetracycline efflux MFS transporter Tet(A),NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_47941_length_616_cov_1.573975,1,354,-,catA1,type A-1 chloramphenicol O-acetyltransferase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIAL_CONTIG_ENDX,118,219,53.88,100,118,WP_000412211.1,type A-1 chloramphenicol O-acetyltransferase,NA,NA
HUMO767_S32_R1_001amrf_output,NA,NODE_56751_length_552_cov_2.921529,1,552,+,blaTEM,TEM family class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,PARTIAL_CONTIG_ENDX,184,286,64.34,100,184,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
HUMO775_S34_R1_001amrf_output,NA,NODE_11553_length_1813_cov_43.369738,81,1811,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,577,639,90.3,99.83,577,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUMO775_S34_R1_001amrf_output,NA,NODE_12054_length_1763_cov_76.912763,1,1761,+,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,587,641,91.58,98.81,587,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUMO775_S34_R1_001amrf_output,NA,NODE_27386_length_1050_cov_11.703518,1,969,-,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,323,639,50.55,100,323,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO775_S34_R1_001amrf_output,NA,NODE_510_length_10922_cov_49.876323,8236,9198,-,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,321,321,100,99.69,321,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
HUMO775_S34_R1_001amrf_output,NA,NODE_58775_length_654_cov_12.111853,60,551,-,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUMO825_S36_R1_001amrf_output,NA,NODE_1316_length_7299_cov_17.103948,5014,6930,-,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,639,639,100,100,639,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUMO825_S36_R1_001amrf_output,NA,NODE_13650_length_1488_cov_21.291696,270,1487,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,406,639,63.54,99.26,406,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUMO825_S36_R1_001amrf_output,NA,NODE_14370_length_1433_cov_8.095791,13,1230,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,406,406,100,99.75,406,WP_024407615.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUMO825_S36_R1_001amrf_output,NA,NODE_14372_length_1433_cov_6.317852,898,1389,+,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUMO825_S36_R1_001amrf_output,NA,NODE_14722_length_1409_cov_73.066470,1,1407,+,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,469,641,73.17,98.51,469,WP_002560998.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUMO825_S36_R1_001amrf_output,NA,NODE_16792_length_1280_cov_9.115918,121,1278,+,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,386,639,60.41,100,386,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO825_S36_R1_001amrf_output,NA,NODE_6835_length_2415_cov_6.517797,1516,2415,-,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,300,321,93.46,100,300,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_13278_length_1269_cov_15.455519,57,1016,-,cfxA6,broad-spectrum class A beta-lactamase CfxA6,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,320,320,100,99.06,320,WP_117664257.1,broad-spectrum class A beta-lactamase CfxA6,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_1643_length_4307_cov_5.025635,1891,2970,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,360,406,88.67,98.89,360,WP_024407615.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_20836_length_995_cov_3.141489,97,930,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_2208_length_3577_cov_21.012209,955,1425,+,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_000777555.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_2208_length_3577_cov_21.012209,1521,2309,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206317.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_2208_length_3577_cov_21.012209,2476,2820,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_2208_length_3577_cov_21.012209,2817,3575,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,BLASTX,253,279,90.68,100,253,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_2430_length_3353_cov_9.708914,1550,1969,-,fosA7.5,fosfomycin resistance glutathione transferase FosA7.5,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,ALLELEX,140,140,100,100,140,WP_000941933.1,fosfomycin resistance glutathione transferase FosA7.5,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_3004_length_2919_cov_17.414106,135,2051,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,639,639,100,100,639,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_3147_length_2838_cov_8.264822,770,2686,-,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,639,639,100,100,639,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_4577_length_2280_cov_26.506517,95,2011,-,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.37,639,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_8066_length_1668_cov_27.871668,1,1668,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,556,641,86.74,98.92,556,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_8456_length_1626_cov_11.057288,348,839,-,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_856_length_6863_cov_15.943302,905,2101,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
HUMO829_S38_R1_001amrf_output,NA,NODE_926_length_6464_cov_14.671556,5026,5883,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_10000_length_2313_cov_4.629761,1,240,-,qacE,quaternary ammonium compound efflux SMR transporter QacE,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,PARTIAL_CONTIG_ENDX,80,115,69.57,100,80,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_10000_length_2313_cov_4.629761,407,1195,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206317.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_10000_length_2313_cov_4.629761,1291,1761,-,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_000777555.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_13317_length_1916_cov_10.991940,875,1834,+,cfxA6,broad-spectrum class A beta-lactamase CfxA6,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,320,320,100,99.38,320,WP_117664257.1,broad-spectrum class A beta-lactamase CfxA6,NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_15755_length_1715_cov_36.483735,1,1707,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,569,639,89.05,100,569,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_16399_length_1668_cov_85.007440,1,1668,+,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,556,641,86.74,99.46,556,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_17061_length_1627_cov_3.875318,549,1406,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_17716_length_1584_cov_67.200785,366,1583,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,406,639,63.54,99.51,406,WP_012669445.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_2052_length_5992_cov_18.897928,2910,4826,-,tet(M),tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,98.59,639,WP_063856112.1,tetracycline resistance ribosomal protection protein Tet(M),NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_21276_length_1393_cov_2.576981,717,1391,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,PARTIAL_CONTIG_ENDX,225,279,80.65,99.56,225,WP_000259018.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_28290_length_1124_cov_17.960711,2,1063,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,354,406,87.19,99.15,354,WP_015573055.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_32_length_51179_cov_19.589038,33470,34432,-,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,321,321,100,99.69,321,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_33665_length_980_cov_33.508108,1,978,-,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,326,639,51.02,100,326,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO830_S62_R1_001amrf_output,NA,NODE_55406_length_654_cov_51.494157,104,595,+,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUMO844_S40_R1_001amrf_output,NA,NODE_10747_length_1380_cov_44.236981,162,1379,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,406,639,63.54,99.75,406,WP_012669445.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUMO844_S40_R1_001amrf_output,NA,NODE_12428_length_1241_cov_7.529511,82,1239,+,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,386,639,60.41,100,386,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUMO844_S40_R1_001amrf_output,NA,NODE_12439_length_1240_cov_8.356118,1,1077,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,359,406,88.42,99.16,359,WP_024407615.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUMO844_S40_R1_001amrf_output,NA,NODE_14189_length_1131_cov_1.695167,2,781,+,aadE,aminoglycoside 6-adenylyltransferase AadE,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,BLASTX,260,288,90.28,100,260,WP_001255868.1,aminoglycoside 6-adenylyltransferase AadE,NA,NA
