#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_244_length_23133_cov_6.318138	cds	17522	17851	-	KAGGGF_00090		MFS transporter	"RefSeq:WP_009271522.1, SO:0001217, UniParc:UPI0001E6AC25, UniRef:UniRef100_R6ST56, UniRef:UniRef50_N2A7F7, UniRef:UniRef90_A0A223MQL3"
NODE_244_length_23133_cov_6.318138	cds	17830	18153	-	KAGGGF_00095		DNA-binding protein	"SO:0001217, UniParc:UPI00031A3BE4, UniRef:UniRef100_E2SHM6, UniRef:UniRef50_E2SHM6, UniRef:UniRef90_E2SHM6"
NODE_244_length_23133_cov_6.318138	ncRNA-region	18441	18670	-			Cis-regulator of HTH transcription factor	"RFAM:RF03532, SO:0005836"
NODE_244_length_23133_cov_6.318138	cds	18658	19011	+	KAGGGF_00100	xRE	"DNA-binding transcriptional regulator, XRE-family HTH domain"	"COG:COG1476, COG:K, RefSeq:WP_001227347.1, SO:0001217, UniParc:UPI00000B1BC3, UniRef:UniRef100_A0A8B6B5W7, UniRef:UniRef50_K1LJU3, UniRef:UniRef90_K1LJU3"
NODE_244_length_23133_cov_6.318138	cds	19357	21276	-	KAGGGF_00105	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856112.1, RefSeq:WP_021382096.1, SO:0001217, UniParc:UPI00038CE902, UniRef:UniRef100_A0A127SNF0, UniRef:UniRef50_Q47810, UniRef:UniRef90_Q47810"
NODE_244_length_23133_cov_6.318138	sorf	21292	21378	-	KAGGGF_00110		tetracycline resistance determinant leader peptide	"RefSeq:WP_012386611.1, SO:0001217, UniParc:UPI00000B5811, UniRef:UniRef100_A0A7G5F555, UniRef:UniRef50_A0A7G5F555, UniRef:UniRef90_A0A7G5F555"
NODE_244_length_23133_cov_6.318138	ncRNA	21332	21496	-	KAGGGF_00115	sRNA_0030	Enterococcus sRNA 30	"RFAM:RF02864, SO:0000655"
NODE_244_length_23133_cov_6.318138	cds	21884	22504	-	KAGGGF_00120		HTH cro/C1-type domain-containing protein	"RefSeq:WP_010727155.1, SO:0001217, UniParc:UPI0003186D15, UniRef:UniRef100_A0A127SH11, UniRef:UniRef50_A0A829ACR2, UniRef:UniRef90_A0A829ACR2"
NODE_5909_length_3120_cov_8.013051	cds	214	1254	-	KAGGGF_00125	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_5909_length_3120_cov_8.013051	cds	1560	2564	-	KAGGGF_00130		hypothetical protein	
NODE_8314_length_2390_cov_5.828266	cds	219	1904	+	KAGGGF_00135	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"COG:COG0480, COG:J, NCBIProtein:WP_002602099.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A3QT96"
NODE_8314_length_2390_cov_5.828266	cds	1986	2330	+	KAGGGF_00140		HTH domain protein	"RefSeq:WP_002602098.1, SO:0001217, UniParc:UPI000191EC00, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_9154_length_2223_cov_24.075646	cds	266	2185	+	KAGGGF_00145	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, RefSeq:WP_002596250.1, SO:0001217, UniParc:UPI00004C7329, UniRef:UniRef100_A0A6G6ASX1, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_12992_length_1972_cov_27.119457	cds	500	820	+	ADKEKP_00005		hypothetical protein	
NODE_12992_length_1972_cov_27.119457	sorf	1858	1902	-	ADKEKP_00010		TetW-regulatory peptide	"SO:0001217, UniParc:UPI000165FE05, UniRef:UniRef100_A0A222LPN4, UniRef:UniRef50_A0A222LPN4, UniRef:UniRef90_A0A222LPN4"
NODE_16592_length_1629_cov_2.378653	cds	88	1536	-	ADKEKP_00015	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	"NCBIProtein:WP_050232631.1, SO:0001217, UniRef:UniRef50_A0A3G2C8D1, UniRef:UniRef90_UPI00215CE1D3"
NODE_17_length_54832_cov_23.768699	cds	108	326	-	ADKEKP_00020		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	481	909	-	ADKEKP_00025		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	931	1557	-	ADKEKP_00030		zinc-ribbon domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A6N2R4P4, UniRef:UniRef90_UPI001FBBC08B"
NODE_17_length_54832_cov_23.768699	cds	1615	3303	-	ADKEKP_00035		Recombinase	"SO:0001217, UniRef:UniRef50_V2YFW3, UniRef:UniRef90_A0A810Q049"
NODE_17_length_54832_cov_23.768699	cds	3430	3696	-	ADKEKP_00040		DUF3847 domain-containing protein	"SO:0001217, UniRef:UniRef50_V2ZG37, UniRef:UniRef90_UPI000B3980DD"
NODE_17_length_54832_cov_23.768699	cds	4134	4604	+	ADKEKP_00045		Altronate dehydratase	"SO:0001217, UniRef:UniRef50_A0A1C0BXK6"
NODE_17_length_54832_cov_23.768699	cds	5163	5306	-	ADKEKP_00050		Methyl-accepting chemotaxis protein	"SO:0001217, UniRef:UniRef50_J0N6L1"
NODE_17_length_54832_cov_23.768699	cds	5522	6262	-	ADKEKP_00055		hypothetical protein	"PFAM:PF01381.25, PFAM:PF12844.10, PFAM:PF13443.9, PFAM:PF13560.9"
NODE_17_length_54832_cov_23.768699	cds	6612	6971	+	ADKEKP_00060		Helix-turn-helix transcriptional regulator	"SO:0001217, UniRef:UniRef50_R5AQG8, UniRef:UniRef90_A0A8J6J9W3"
NODE_17_length_54832_cov_23.768699	cds	7034	8200	+	ADKEKP_00065		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	8674	8967	-	ADKEKP_00070		MFS domain-containing protein	"SO:0001217, UniRef:UniRef50_D4KNF0"
NODE_17_length_54832_cov_23.768699	cds	9128	9475	-	ADKEKP_00075		Mobilization protein	"SO:0001217, UniRef:UniRef50_A0A6N8I2E4, UniRef:UniRef90_A0A810PXL4"
NODE_17_length_54832_cov_23.768699	cds	9472	9651	-	ADKEKP_00080		DUF4316 domain-containing protein	"SO:0001217, UniRef:UniRef50_D9R2T4, UniRef:UniRef90_A0A810Q219"
NODE_17_length_54832_cov_23.768699	cds	9662	10261	-	ADKEKP_00085		DarA-C domain-containing protein	"SO:0001217, UniRef:UniRef50_C7H6R6, UniRef:UniRef90_A0A8J6MAW9"
NODE_17_length_54832_cov_23.768699	cds	10271	11227	-	ADKEKP_00090		DUF3560 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3A8YXF5, UniRef:UniRef90_A0A810PX61"
NODE_17_length_54832_cov_23.768699	cds	11390	11758	-	ADKEKP_00095		Cys-rich-VLP domain-containing protein	"SO:0001217, UniRef:UniRef50_C9L7J3, UniRef:UniRef90_A0A810PYR0"
NODE_17_length_54832_cov_23.768699	cds	11763	11936	-	ADKEKP_00100		Type III secretion protein	"SO:0001217, UniRef:UniRef50_C7H6R9"
NODE_17_length_54832_cov_23.768699	cds	11933	12697	-	ADKEKP_00105		DUF4366 domain-containing protein	"SO:0001217, UniRef:UniRef50_G2T382"
NODE_17_length_54832_cov_23.768699	cds	12694	12948	-	ADKEKP_00110		DUF4315 domain-containing protein	"SO:0001217, UniRef:UniRef50_D4KNF6, UniRef:UniRef90_A0A810PQ13"
NODE_17_length_54832_cov_23.768699	cds	12968	14602	-	ADKEKP_00115		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	14583	16946	-	ADKEKP_00120	traE	Conjugal transfer protein TraE	"KEGG:K12063, SO:0001217, UniRef:UniRef50_G5HF92, UniRef:UniRef90_A0A810Q065"
NODE_17_length_54832_cov_23.768699	cds	16897	17280	-	ADKEKP_00125	prgI	PrgI family protein	"SO:0001217, UniRef:UniRef50_R9N3B3, UniRef:UniRef90_A0A810PXM7"
NODE_17_length_54832_cov_23.768699	cds	17284	17859	-	ADKEKP_00130		DNA methyltransferase	"SO:0001217, UniRef:UniRef50_V2XWL1, UniRef:UniRef90_A0A8J6JHQ7"
NODE_17_length_54832_cov_23.768699	cds	17856	18641	-	ADKEKP_00135		Methyltransferase	"SO:0001217, UniRef:UniRef50_N1ZF83, UniRef:UniRef90_A0A810PSP4"
NODE_17_length_54832_cov_23.768699	cds	18656	19522	-	ADKEKP_00140		TrbL/VirB6 plasmid conjugal transfer protein	"SO:0001217, UniRef:UniRef50_G2T390"
NODE_17_length_54832_cov_23.768699	cds	19534	19878	-	ADKEKP_00145		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	19844	21682	-	ADKEKP_00150	virD4	"Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase"	"COG:COG3505, COG:U, EC:7.4.2.8, KEGG:K03205, SO:0001217, UniRef:UniRef50_A0A096DDB1, UniRef:UniRef90_A0A810PXI4"
NODE_17_length_54832_cov_23.768699	cds	21669	22103	-	ADKEKP_00155	pcfB	PcfB family protein	"SO:0001217, UniRef:UniRef50_D4K3A9, UniRef:UniRef90_A0A810PQ38"
NODE_17_length_54832_cov_23.768699	cds	22187	22900	-	ADKEKP_00160	ardA	Antirestriction protein ArdA	"SO:0001217, UniRef:UniRef50_V2YEK5, UniRef:UniRef90_A0A810PQ26"
NODE_17_length_54832_cov_23.768699	cds	22887	23954	-	ADKEKP_00165		DNA (cytosine-5-)-methyltransferase	"SO:0001217, UniRef:UniRef50_A0A1C5RZ58, UniRef:UniRef90_A0A8J6MBF5"
NODE_17_length_54832_cov_23.768699	cds	23944	24297	-	ADKEKP_00170		DUF4406 domain-containing protein	"RefSeq:WP_186918161.1, SO:0001217, UniParc:UPI00164B368B, UniRef:UniRef100_A0A810PXN6, UniRef:UniRef50_E6UA50, UniRef:UniRef90_V2YFQ5"
NODE_17_length_54832_cov_23.768699	cds	24581	26119	-	ADKEKP_00175	parB	ParB domain-containing protein	"SO:0001217, UniRef:UniRef50_V2Y9K1"
NODE_17_length_54832_cov_23.768699	cds	26330	26656	-	ADKEKP_00180		DUF4379 domain-containing protein	"SO:0001217, UniRef:UniRef50_D4KLT6, UniRef:UniRef90_A0A174UVF2"
NODE_17_length_54832_cov_23.768699	cds	26784	27668	-	ADKEKP_00185	soxR	"DNA-binding transcriptional regulator, MerR family"	"COG:COG0789, COG:K, RefSeq:WP_023920554.1, SO:0001217, UniParc:UPI0003D34143, UniRef:UniRef100_A0A174L5L7, UniRef:UniRef50_F7JRG7, UniRef:UniRef90_A0A174DJD3"
NODE_17_length_54832_cov_23.768699	cds	27932	28402	-	ADKEKP_00190	lysS	lysine--tRNA ligase	"RefSeq:WP_015567916.1, SO:0001217, UniParc:UPI0001CD3E7F, UniRef:UniRef100_V8CFJ4, UniRef:UniRef50_B5CKS6, UniRef:UniRef90_V8CFJ4"
NODE_17_length_54832_cov_23.768699	cds	28679	29914	-	ADKEKP_00195		Integrase	"SO:0001217, UniRef:UniRef50_A0A173VKZ6"
NODE_17_length_54832_cov_23.768699	cds	29947	30123	-	ADKEKP_00200	copG	CopG family transcriptional regulator	"RefSeq:WP_004611640.1, SO:0001217, UniParc:UPI0001835D52, UniRef:UniRef100_A0A413YX79, UniRef:UniRef50_N2AMA5, UniRef:UniRef90_C4Z9N5"
NODE_17_length_54832_cov_23.768699	cds	30258	30470	-	ADKEKP_00205		Transcriptional regulator	"RefSeq:WP_004611639.1, SO:0001217, UniParc:UPI0001835D51, UniRef:UniRef100_A0A415MC56, UniRef:UniRef50_G2SYQ9, UniRef:UniRef90_A0A415MC56"
NODE_17_length_54832_cov_23.768699	cds	30454	30891	-	ADKEKP_00210	mazF	"mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module"	"COG:COG2337, COG:V, RefSeq:WP_008395276.1, SO:0001217, UniParc:UPI0001973730, UniRef:UniRef100_A0A413YXB7, UniRef:UniRef50_C4Z9N0, UniRef:UniRef90_C4Z9N0"
NODE_17_length_54832_cov_23.768699	cds	30894	31265	-	ADKEKP_00215		Resolvase	"RefSeq:WP_008395278.1, SO:0001217, UniParc:UPI0001973731, UniRef:UniRef100_A0A3R6KE59, UniRef:UniRef50_A0A174I8P8, UniRef:UniRef90_A0A1C6JZI0"
NODE_17_length_54832_cov_23.768699	cds	31276	31596	-	ADKEKP_00220	rodZ	DUF4115 domain-containing protein	"COG:COG1426, COG:D, RefSeq:WP_008395280.1, SO:0001217, UniParc:UPI0001973732, UniRef:UniRef100_A0A414SVF1, UniRef:UniRef50_C4Z9M8, UniRef:UniRef90_C4Z9M8"
NODE_17_length_54832_cov_23.768699	cds	31586	31807	-	ADKEKP_00225		Terpene synthase	"SO:0001217, UniRef:UniRef50_D4JN21, UniRef:UniRef90_U3NBV1"
NODE_17_length_54832_cov_23.768699	cds	31801	32208	-	ADKEKP_00230		Resolvase/invertase-type recombinase catalytic domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A173VJU3, UniRef:UniRef90_A0A173VJU3"
NODE_17_length_54832_cov_23.768699	cds	32359	32706	-	ADKEKP_00235		putative transcriptional regulators	"RefSeq:WP_008395283.1, SO:0001217, UniParc:UPI0001973735, UniRef:UniRef100_A0A3E4ECA3, UniRef:UniRef50_D6E051, UniRef:UniRef90_D6E051"
NODE_17_length_54832_cov_23.768699	cds	32877	33080	-	ADKEKP_00240		Mu-like prophage protein Com	"RefSeq:WP_226801081.1, SO:0001217, UniParc:UPI0001C34D77, UniRef:UniRef100_UPI0001C34D77, UniRef:UniRef50_B7ANI9, UniRef:UniRef90_D4L3B4"
NODE_17_length_54832_cov_23.768699	ncRNA-region	33138	33213	-			HTH-XRE RNA	"RFAM:RF02923, SO:0005836"
NODE_17_length_54832_cov_23.768699	cds	33257	33502	-	ADKEKP_00245		Translation elongation factor P-related protein	"RefSeq:WP_154266625.1, SO:0001217, UniParc:UPI0001C34D78, UniRef:UniRef100_A0A173VKS9, UniRef:UniRef50_B7ANI8, UniRef:UniRef90_B7ANI8"
NODE_17_length_54832_cov_23.768699	cds	33517	33759	-	ADKEKP_00250	lexA	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	"COG:COG1974, COG:KT, RefSeq:WP_077326115.1, SO:0001217, UniParc:UPI000980215B, UniRef:UniRef100_A0A414SVN3, UniRef:UniRef50_B7ANI7, UniRef:UniRef90_D4C8E8"
NODE_17_length_54832_cov_23.768699	cds	33802	35052	-	ADKEKP_00255	dinB	DNA polymerase IV	"COG:COG0389, COG:L, SO:0001217, UniRef:UniRef50_A0A078KTY3, UniRef:UniRef90_A0A173VN69"
NODE_17_length_54832_cov_23.768699	cds	35291	36025	+	ADKEKP_00260		"Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains"	"COG:COG2932, COG:X, RefSeq:WP_055216172.1, SO:0001217, UniParc:UPI0006C6A50A, UniRef:UniRef100_A0A174YUC2, UniRef:UniRef50_A0A174CYU8, UniRef:UniRef90_A0A173UR35"
NODE_17_length_54832_cov_23.768699	cds	36110	36310	+	ADKEKP_00265		HTH cro/C1-type domain-containing protein	"RefSeq:WP_004611564.1, SO:0001217, UniParc:UPI0001561D15, UniRef:UniRef100_A0A564T654, UniRef:UniRef50_C4Z7A6, UniRef:UniRef90_C4ZE15"
NODE_17_length_54832_cov_23.768699	cds	36461	37234	+	ADKEKP_00270	soxR	"DNA-binding transcriptional regulator, MerR family"	"COG:COG0789, COG:K, SO:0001217, UniRef:UniRef50_A0A4S2H5Z3, UniRef:UniRef90_B7C9G9"
NODE_17_length_54832_cov_23.768699	cds	37188	38468	-	ADKEKP_00275		Peptidase	"SO:0001217, UniRef:UniRef50_B7APH2, UniRef:UniRef90_A0A1Q6MPP8"
NODE_17_length_54832_cov_23.768699	cds	38523	40409	-	ADKEKP_00280		ABC transporter	"RefSeq:WP_117529000.1, SO:0001217, UniParc:UPI000E41F65F, UniRef:UniRef100_A0A395UTX4, UniRef:UniRef50_A0A174EFD4, UniRef:UniRef90_A0A1Q6MPP4"
NODE_17_length_54832_cov_23.768699	cds	40428	42173	-	ADKEKP_00285		ATP-binding cassette subfamily B bacterial	"RefSeq:WP_117650382.1, SO:0001217, UniParc:UPI000E4526D5, UniRef:UniRef100_A0A395UU65, UniRef:UniRef50_A0A174EEZ1, UniRef:UniRef90_R5E0E8"
NODE_17_length_54832_cov_23.768699	cds	42221	42655	-	ADKEKP_00290		HTH marR-type domain-containing protein	"RefSeq:WP_158550875.1, SO:0001217, UniParc:UPI001314A9A3, UniRef:UniRef100_A0A127T3A2, UniRef:UniRef50_C4Z1C4, UniRef:UniRef90_R5DWL8"
NODE_17_length_54832_cov_23.768699	cds	42963	44882	-	ADKEKP_00295	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_17_length_54832_cov_23.768699	cds	45330	45644	+	ADKEKP_00300		DUF961 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A355W638"
NODE_17_length_54832_cov_23.768699	cds	45743	45985	+	ADKEKP_00305		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	46067	47998	+	ADKEKP_00310		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	47995	48162	+	ADKEKP_00315		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	48125	48358	-	ADKEKP_00320		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	48358	48573	-	ADKEKP_00325		DUF3149 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A355W3B4"
NODE_17_length_54832_cov_23.768699	cds	48648	49097	+	ADKEKP_00330		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	49094	49282	+	ADKEKP_00335		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	49266	49403	+	ADKEKP_00340		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	49408	50307	+	ADKEKP_00345		Zonular occludens toxin	"SO:0001217, UniRef:UniRef50_A0A6I3R5S4"
NODE_17_length_54832_cov_23.768699	cds	50315	50452	+	ADKEKP_00350		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	50460	50696	+	ADKEKP_00355		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	50699	50950	+	ADKEKP_00360		DUF4363 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A355W623"
NODE_17_length_54832_cov_23.768699	ncRNA	51088	51135	+	ADKEKP_00365	ssNA-helicase	ssNA-helicase RNA	"RFAM:RF03070, SO:0000655"
NODE_17_length_54832_cov_23.768699	cds	51235	52260	+	ADKEKP_00370		Replication protein	"SO:0001217, UniRef:UniRef50_A0A355W4K9"
NODE_17_length_54832_cov_23.768699	cds	52281	52502	-	ADKEKP_00375		Transposase	"SO:0001217, UniRef:UniRef50_A0A355W3B1, UniRef:UniRef90_A0A355W3B1"
NODE_17_length_54832_cov_23.768699	cds	52481	52654	-	ADKEKP_00380		hypothetical protein	
NODE_17_length_54832_cov_23.768699	cds	52699	52866	-	ADKEKP_00385	yydF	YydF family exported signaling peptide	"SO:0001217, UniRef:UniRef50_A0A6N2W4P7, UniRef:UniRef90_A0A6N2W4P7"
NODE_17_length_54832_cov_23.768699	cds	53420	54406	+	ADKEKP_00390		Integrase catalytic domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A7U9MX56"
NODE_22137_length_1289_cov_3.619125	cds	154	1119	+	ADKEKP_00395	cfxA	CfxA family broad-spectrum class A beta-lactamase	"EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, NCBIProtein:WP_004339683.1, RefSeq:WP_004339683.1, SO:0001217, UniParc:UPI00000B3D70, UniRef:UniRef100_A0A6I2NCD1, UniRef:UniRef50_P30899, UniRef:UniRef90_P30899"
NODE_22137_length_1289_cov_3.619125	cds	1172	1267	-	ADKEKP_00400		hypothetical protein	
NODE_22331_length_1279_cov_10.720588	cds	83	1066	+	ADKEKP_00405	tet(40)	tetracycline efflux MFS transporter Tet(40)	"NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_F4XDK4"
NODE_9928_length_2419_cov_8.737310	cds	561	668	-	ADKEKP_00410		hypothetical protein	
NODE_9928_length_2419_cov_8.737310	cds	768	1112	-	ADKEKP_00415		HTH domain protein	"RefSeq:WP_002602098.1, SO:0001217, UniParc:UPI000191EC00, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_9928_length_2419_cov_8.737310	cds	1194	2417	-	ADKEKP_00420	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"NCBIProtein:WP_002602099.1, SO:0001217, UniRef:UniRef50_A0A828T7B1, UniRef:UniRef90_A0A828T7B1"
NODE_1052_length_9264_cov_6.748724	cds	49	429	+	OJPMGO_00005	emrE	"Multidrug efflux system protein, EmrE family"	"SO:0001217, UniRef:UniRef50_A0A3D8HML9, UniRef:UniRef90_A0A7H9CK81"
NODE_1052_length_9264_cov_6.748724	cds	431	748	+	OJPMGO_00010	mdtI	Spermidine export protein MdtI	"KEGG:K11742, RefSeq:WP_179975751.1, SO:0001217, UniParc:UPI0015D214F8, UniRef:UniRef100_A0A7H9CGF6, UniRef:UniRef50_A0A099TZC7, UniRef:UniRef90_A0A7H9CGF6"
NODE_1052_length_9264_cov_6.748724	cds	920	1636	+	OJPMGO_00015	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	"EC:5.3.1.16, KEGG:K01814, SO:0001217, UniRef:UniRef50_A0RQL2, UniRef:UniRef90_A0A7H9CHN4"
NODE_1052_length_9264_cov_6.748724	cds	1708	2082	+	OJPMGO_00020		Chemotaxis regulatory protein	"RefSeq:WP_178697295.1, SO:0001217, UniParc:UPI0015BEFD4F, UniRef:UniRef100_A0A7H9CGT9, UniRef:UniRef50_P71403, UniRef:UniRef90_A0A076FAE3"
NODE_1052_length_9264_cov_6.748724	cds	2093	2908	+	OJPMGO_00025		50S ribosomal protein L11 methyltransferase	"SO:0001217, UniRef:UniRef50_A0RQL1, UniRef:UniRef90_A0A7H9CGD3"
NODE_1052_length_9264_cov_6.748724	cds	2909	4858	+	OJPMGO_00030	ftsH	ATP-dependent zinc metalloprotease FtsH	"SO:0001217, UniRef:UniRef50_P71408, UniRef:UniRef90_A0A7H9CLR9"
NODE_1052_length_9264_cov_6.748724	cds	5065	5874	+	OJPMGO_00035	blaOXA-471	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-471	"NCBIProtein:WP_063864094.1, RefSeq:WP_063864094.1, SO:0001217, UniParc:UPI00017BA75B, UniRef:UniRef100_B4XT38, UniRef:UniRef50_B4XT38, UniRef:UniRef90_B4XT38"
NODE_1052_length_9264_cov_6.748724	cds	6021	6650	-	OJPMGO_00040	hisH	imidazole glycerol phosphate synthase subunit HisH	"SO:0001217, UniRef:UniRef50_Q30PY0, UniRef:UniRef90_A0A7H9CGH6"
NODE_1052_length_9264_cov_6.748724	cds	6883	7188	+	OJPMGO_00045		"2-oxoglutarate:acceptor oxidoreductase, delta subunit"	"RefSeq:WP_178697293.1, SO:0001217, UniParc:UPI0015B9C156, UniRef:UniRef100_A0A7H9CGA7, UniRef:UniRef50_A0A1C0AZL9, UniRef:UniRef90_A0A7H9CGA7"
NODE_1052_length_9264_cov_6.748724	cds	7198	8319	+	OJPMGO_00050		2-oxoglutarate synthase subunit alpha	"EC:1.2.7.11, EC:1.2.7.3, KEGG:K00174, RefSeq:WP_178697292.1, SO:0001217, UniParc:UPI0015B794BE, UniRef:UniRef100_A0A7H9CIV2, UniRef:UniRef50_A0A381CIB0, UniRef:UniRef90_A0A7H9CIV2"
NODE_1052_length_9264_cov_6.748724	cds	8320	9165	+	OJPMGO_00055		2-oxoglutarate ferredoxin oxidoreductase subunit beta	"EC:1.2.7.11, EC:1.2.7.3, KEGG:K00175, SO:0001217, UniRef:UniRef50_A0A099U017, UniRef:UniRef90_A0A7H9CK90"
NODE_11512_length_1828_cov_115.558376	cds	68	1723	-	OJPMGO_00060	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, NCBIProtein:WP_033493020.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A0A3G2C6Z4"
NODE_678_length_11945_cov_6.113625	cds	29	289	+	OJPMGO_00065		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	292	540	+	OJPMGO_00070		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	568	1227	+	OJPMGO_00075		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	1467	2693	+	OJPMGO_00080		hypothetical protein	"PFAM:PF13306.9, PFAM:PF13306.9"
NODE_678_length_11945_cov_6.113625	cds	3071	3460	+	OJPMGO_00085		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	3417	3926	+	OJPMGO_00090	merR	MerR HTH regulatory family protein	"SO:0001217, UniParc:UPI0004DA6415, UniRef:UniRef100_A0A069S6K2, UniRef:UniRef90_A0A6L3IHY1"
NODE_678_length_11945_cov_6.113625	cds	4068	5186	+	OJPMGO_00095	xerD	Site-specific recombinase XerD	"COG:COG4974, COG:L, RefSeq:WP_004338318.1, SO:0001217, UniParc:UPI00000BB8A6, UniRef:UniRef100_A0A174X3B6, UniRef:UniRef50_K5CTN0, UniRef:UniRef90_K5CTN0"
NODE_678_length_11945_cov_6.113625	cds	5434	6291	+	OJPMGO_00100		Transposase	"RefSeq:WP_004339687.1, SO:0001217, UniParc:UPI00000B51F0, UniRef:UniRef100_D4VAE5, UniRef:UniRef50_K5CSE3, UniRef:UniRef90_D4VAE5"
NODE_678_length_11945_cov_6.113625	cds	6412	6669	+	OJPMGO_00105		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	6629	6865	+	OJPMGO_00110		Partial putative excisionase	"SO:0001217, UniRef:UniRef50_A0A0T7ANT1"
NODE_678_length_11945_cov_6.113625	cds	7006	7716	-	OJPMGO_00115		GXGXG domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A134BN09, UniRef:UniRef90_A0A134BN09"
NODE_678_length_11945_cov_6.113625	cds	7987	8577	-	OJPMGO_00120		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	8749	8889	-	OJPMGO_00125		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	8909	9151	-	OJPMGO_00130		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	9199	9390	-	OJPMGO_00135		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	9383	9799	-	OJPMGO_00140		hypothetical protein	
NODE_678_length_11945_cov_6.113625	cds	9899	10774	+	OJPMGO_00145		Mobilization protein	"SO:0001217, UniRef:UniRef50_A0A250KJT6, UniRef:UniRef90_UPI00044ADFDC"
NODE_678_length_11945_cov_6.113625	cds	10867	11589	-	OJPMGO_00150	cfxA	CfxA family broad-spectrum class A beta-lactamase	"COG:COG2367, COG:V, NCBIProtein:WP_004339683.1, SO:0001217, UniRef:UniRef50_A0A7J5GPV9, UniRef:UniRef90_E1KQY7"
NODE_6870_length_2661_cov_7.391788	cds	1101	2369	-	OJPMGO_00155	mepA	Multidrug export protein MepA	"SO:0001217, UniRef:UniRef50_A0A174FFS7"
